w(5,1,0,0)
r(15,194,0,0)
r(19,205,0,0)
w(12,1,0,0)
w(13,1,0,0)
w(7,1,0,0)
w(4,1,0,0)
r(0,194,0,0)
r(14,798,0,0)
r(16,205,0,0)
w(11,1,0,0)
w(2,1,0,0)
w(8,1,0,0)
r(6,200,0,0)
r(18,805,0,0)
r(9,200,0,0)
r(1,796,0,0)
r(17,0,0,0)
r(3,815,0,0)
r(10,209,0,0)
w(6,1,0,1)
w(3,1,0,1)
r(14,798,0,1)
w(12,2,0,1)
w(5,2,0,1)
w(8,2,0,1)
r(0,911,0,1)
r(15,194,0,1)
r(9,200,0,1)
w(4,2,0,1)
r(1,796,0,1)
r(7,208,0,1)
w(13,2,0,1)
r(18,805,0,1)
w(16,1,0,1)
w(17,1,0,1)
r(11,904,0,1)
w(19,1,0,1)
r(10,934,0,1)
w(2,2,0,1)
r(10,416,0,2)
w(14,1,0,2)
w(8,3,0,2)
r(2,849,0,2)
w(3,2,0,2)
w(15,1,0,2)
w(5,3,0,2)
r(17,415,0,2)
r(4,410,0,2)
w(7,2,0,2)
r(19,815,0,2)
r(13,515,0,2)
r(0,378,0,2)
w(6,2,0,2)
w(1,1,0,2)
r(9,390,0,2)
r(16,391,0,2)
w(18,1,0,2)
w(12,3,0,2)
w(11,2,0,2)
r(14,800,0,3)
w(18,2,0,3)
w(3,3,0,3)
r(8,399,0,3)
r(12,797,0,3)
r(11,445,0,3)
w(2,3,0,3)
w(1,2,0,3)
r(9,390,0,3)
w(5,4,0,3)
w(13,3,0,3)
r(6,400,0,3)
r(17,415,0,3)
w(15,2,0,3)
w(16,2,0,3)
w(10,1,0,3)
w(7,3,0,3)
r(0,378,0,3)
w(19,2,0,3)
w(4,3,0,3)
r(5,388,0,4)
r(0,378,0,4)
r(14,800,0,4)
w(19,3,0,4)
r(2,849,0,4)
w(10,2,0,4)
r(3,819,0,4)
r(7,407,0,4)
r(17,415,0,4)
r(15,402,0,4)
r(4,410,0,4)
w(9,1,0,4)
w(6,3,0,4)
w(13,4,0,4)
r(12,797,0,4)
r(18,809,0,4)
r(8,399,0,4)
r(16,391,0,4)
w(11,3,0,4)
r(1,404,0,4)
w(13,5,0,5)
w(2,4,0,5)
r(0,486,0,5)
r(17,520,0,5)
r(15,299,0,5)
r(8,300,0,5)
w(3,4,0,5)
r(11,339,0,5)
w(19,4,0,5)
r(14,314,0,5)
w(12,4,0,5)
r(5,294,0,5)
w(1,3,0,5)
r(18,322,0,5)
w(9,2,0,5)
w(6,4,0,5)
w(10,3,0,5)
r(4,495,0,5)
w(7,4,0,5)
w(16,3,0,5)
r(10,314,0,6)
r(18,912,0,6)
r(1,410,0,6)
w(15,3,0,6)
w(6,5,0,6)
r(13,913,0,6)
w(7,5,0,6)
r(5,878,0,6)
w(11,4,0,6)
w(8,4,0,6)
r(2,518,0,6)
w(4,4,0,6)
w(0,1,0,6)
r(19,911,0,6)
r(12,306,0,6)
w(16,4,0,6)
r(3,923,0,6)
w(9,3,0,6)
w(17,2,0,6)
r(14,314,0,6)
w(16,5,0,7)
w(5,5,0,7)
r(6,892,0,7)
r(9,297,0,7)
r(13,913,0,7)
r(2,518,0,7)
r(17,520,0,7)
w(14,2,0,7)
w(10,4,0,7)
w(1,4,0,7)
w(11,5,0,7)
w(12,5,0,7)
r(19,911,0,7)
r(4,495,0,7)
r(7,897,0,7)
w(8,5,0,7)
w(3,5,0,7)
w(15,4,0,7)
w(18,3,0,7)
w(0,2,0,7)
w(2,5,0,8)
w(11,6,0,8)
r(6,892,0,8)
w(7,6,0,8)
r(17,520,0,8)
w(14,3,0,8)
w(5,6,0,8)
r(10,4,0,8)
r(9,297,0,8)
r(13,913,0,8)
w(4,5,0,8)
r(19,911,0,8)
r(18,3,0,8)
w(3,6,0,8)
w(15,5,0,8)
r(8,5,0,8)
r(12,5,0,8)
w(16,6,0,8)
r(0,2,0,8)
r(1,4,0,8)
r(0,2,0,9)
w(18,4,0,9)
w(15,6,0,9)
w(12,6,0,9)
w(16,7,0,9)
r(1,4,0,9)
w(7,7,0,9)
r(4,495,0,9)
w(19,5,0,9)
w(8,6,0,9)
w(5,7,0,9)
r(17,520,0,9)
r(9,297,0,9)
r(10,4,0,9)
w(11,7,0,9)
r(13,913,0,9)
r(14,2,0,9)
r(6,892,0,9)
w(3,7,0,9)
w(2,6,0,9)
w(1,5,0,10)
w(10,5,0,10)
r(8,5,0,10)
w(3,8,0,10)
r(9,297,0,10)
w(15,7,0,10)
r(12,5,0,10)
w(18,5,0,10)
r(5,5,0,10)
r(11,5,0,10)
w(16,8,0,10)
r(17,520,0,10)
w(4,6,0,10)
w(7,8,0,10)
r(19,911,0,10)
w(13,6,0,10)
w(14,4,0,10)
w(2,7,0,10)
r(6,892,0,10)
r(0,2,0,10)
w(1,6,0,11)
r(18,327,0,11)
r(6,309,0,11)
w(11,8,0,11)
w(14,5,0,11)
r(3,326,0,11)
w(15,8,0,11)
w(19,6,0,11)
w(0,3,0,11)
w(10,6,0,11)
w(5,8,0,11)
r(13,913,0,11)
w(7,9,0,11)
r(2,316,0,11)
r(12,311,0,11)
r(8,5,0,11)
r(17,520,0,11)
r(16,5,0,11)
r(9,300,0,11)
r(4,193,0,11)
r(2,628,0,12)
w(11,9,0,12)
w(19,7,0,12)
w(9,4,0,12)
w(16,9,0,12)
r(18,608,0,12)
w(3,9,0,12)
w(0,4,0,12)
r(12,601,0,12)
w(8,7,0,12)
r(6,602,0,12)
w(5,9,0,12)
r(14,612,0,12)
w(17,3,0,12)
w(7,10,0,12)
w(15,9,0,12)
w(4,7,0,12)
w(1,7,0,12)
w(10,7,0,12)
r(13,96,0,12)
r(2,628,0,13)
r(0,599,0,13)
r(12,601,0,13)
r(5,495,0,13)
w(9,5,0,13)
r(17,525,0,13)
w(16,10,0,13)
r(14,515,0,13)
w(6,6,0,13)
r(4,497,0,13)
w(1,8,0,13)
r(15,603,0,13)
r(10,525,0,13)
r(19,497,0,13)
r(8,503,0,13)
r(18,514,0,13)
w(3,10,0,13)
r(7,507,0,13)
w(11,10,0,13)
w(13,7,0,13)
r(15,813,0,14)
r(1,803,0,14)
r(0,599,0,14)
r(8,812,0,14)
r(14,805,0,14)
r(18,813,0,14)
r(3,821,0,14)
r(16,794,0,14)
w(19,8,0,14)
r(11,545,0,14)
w(13,8,0,14)
r(6,793,0,14)
r(5,793,0,14)
w(9,6,0,14)
w(17,4,0,14)
w(2,8,0,14)
w(4,8,0,14)
w(10,8,0,14)
w(12,7,0,14)
w(7,11,0,14)
r(1,610,0,15)
r(10,217,0,15)
w(3,11,0,15)
r(12,803,0,15)
w(5,10,0,15)
r(17,834,0,15)
w(6,7,0,15)
r(16,212,0,15)
r(19,819,0,15)
w(4,9,0,15)
r(0,605,0,15)
w(11,11,0,15)
r(9,596,0,15)
r(18,612,0,15)
w(8,8,0,15)
w(13,9,0,15)
w(15,10,0,15)
w(14,6,0,15)
r(7,217,0,15)
w(2,9,0,15)
r(17,834,0,16)
r(10,217,0,16)
w(15,11,0,16)
r(5,10,0,16)
r(2,9,0,16)
r(4,9,0,16)
r(1,610,0,16)
r(13,9,0,16)
w(16,11,0,16)
r(14,6,0,16)
w(9,7,0,16)
r(19,819,0,16)
w(12,8,0,16)
w(18,6,0,16)
w(7,12,0,16)
w(3,12,0,16)
r(6,7,0,16)
w(11,12,0,16)
r(8,8,0,16)
w(0,5,0,16)
r(0,605,0,17)
w(13,10,0,17)
w(12,9,0,17)
w(15,12,0,17)
w(7,13,0,17)
w(16,12,0,17)
w(9,8,0,17)
r(8,8,0,17)
r(6,7,0,17)
r(14,6,0,17)
r(17,834,0,17)
w(5,11,0,17)
r(3,11,0,17)
r(2,9,0,17)
r(18,612,0,17)
r(19,819,0,17)
w(4,10,0,17)
w(10,9,0,17)
r(1,610,0,17)
r(11,11,0,17)
r(14,6,0,18)
r(10,217,0,18)
w(9,9,0,18)
w(5,12,0,18)
r(15,10,0,18)
w(0,6,0,18)
r(19,917,0,18)
w(12,10,0,18)
w(8,9,0,18)
r(18,918,0,18)
w(2,10,0,18)
w(11,13,0,18)
r(3,11,0,18)
r(4,895,0,18)
w(16,13,0,18)
w(1,9,0,18)
r(17,937,0,18)
r(6,897,0,18)
r(7,902,0,18)
w(13,11,0,18)
w(16,14,0,19)
w(8,10,0,19)
w(6,8,0,19)
w(12,11,0,19)
r(0,922,0,19)
r(9,874,0,19)
w(17,5,0,19)
w(18,7,0,19)
r(14,6,0,19)
w(3,13,0,19)
r(7,902,0,19)
r(15,10,0,19)
r(1,610,0,19)
w(2,11,0,19)
w(13,12,0,19)
r(11,915,0,19)
w(5,13,0,19)
w(10,10,0,19)
w(19,9,0,19)
r(4,895,0,19)
r(3,921,1,20)
r(9,200,1,20)
r(14,798,1,20)
w(11,116,1,20)
r(16,884,1,20)
