w(13,1,0,0)
r(12,0,0,0)
r(1,0,0,0)
r(9,0,0,0)
w(15,1,0,0)
r(6,0,0,0)
w(19,1,0,0)
w(16,1,0,0)
r(14,0,0,0)
r(3,0,0,0)
w(4,1,0,0)
w(10,1,0,0)
r(17,0,0,0)
r(11,0,0,0)
r(7,0,0,0)
w(0,1,0,0)
w(2,1,0,0)
w(5,1,0,0)
r(18,0,0,0)
w(8,1,0,0)
r(2,1,0,1)
w(15,2,0,1)
w(7,1,0,1)
r(3,0,0,1)
r(18,0,0,1)
w(13,2,0,1)
w(19,2,0,1)
w(9,1,0,1)
r(10,1,0,1)
r(11,0,0,1)
w(5,2,0,1)
r(1,0,0,1)
r(16,1,0,1)
w(17,1,0,1)
w(12,1,0,1)
r(0,1,0,1)
r(6,0,0,1)
r(4,1,0,1)
r(8,1,0,1)
w(14,1,0,1)
w(4,2,0,2)
r(6,0,0,2)
w(16,2,0,2)
r(2,1,0,2)
r(5,2,0,2)
r(15,2,0,2)
r(13,2,0,2)
w(7,2,0,2)
r(0,1,0,2)
w(19,3,0,2)
r(17,1,0,2)
w(12,2,0,2)
r(1,0,0,2)
w(11,1,0,2)
w(18,1,0,2)
w(3,1,0,2)
w(9,2,0,2)
w(10,2,0,2)
w(14,2,0,2)
w(8,2,0,2)
w(14,3,0,3)
r(12,2,0,3)
w(11,2,0,3)
w(13,3,0,3)
r(1,0,0,3)
r(6,0,0,3)
w(16,3,0,3)
w(19,4,0,3)
w(4,3,0,3)
w(9,3,0,3)
r(5,2,0,3)
w(17,2,0,3)
r(3,1,0,3)
r(10,2,0,3)
w(0,2,0,3)
r(18,1,0,3)
w(7,3,0,3)
w(15,3,0,3)
r(2,1,0,3)
r(8,2,0,3)
r(7,3,0,4)
r(11,2,0,4)
r(10,2,0,4)
w(2,2,0,4)
w(17,3,0,4)
w(15,4,0,4)
r(0,2,0,4)
w(16,4,0,4)
w(5,3,0,4)
r(9,94,0,4)
r(13,85,0,4)
r(14,109,0,4)
w(19,5,0,4)
w(12,3,0,4)
w(3,2,0,4)
w(18,2,0,4)
w(1,1,0,4)
r(8,109,0,4)
w(4,4,0,4)
w(6,1,0,4)
r(3,2,0,5)
r(4,4,0,5)
r(16,4,0,5)
w(8,3,0,5)
r(12,3,0,5)
r(13,85,0,5)
w(14,4,0,5)
r(2,2,0,5)
r(0,2,0,5)
w(10,3,0,5)
r(1,1,0,5)
w(18,3,0,5)
r(5,3,0,5)
w(19,6,0,5)
w(11,3,0,5)
r(9,94,0,5)
r(17,3,0,5)
r(15,4,0,5)
r(6,1,0,5)
w(7,4,0,5)
r(0,417,0,6)
r(15,592,0,6)
r(11,608,0,6)
w(4,5,0,6)
w(2,3,0,6)
r(10,615,0,6)
r(9,593,0,6)
w(3,3,0,6)
w(8,4,0,6)
r(1,403,0,6)
r(13,85,0,6)
w(14,5,0,6)
w(18,4,0,6)
w(16,5,0,6)
w(5,4,0,6)
w(17,4,0,6)
w(7,5,0,6)
w(6,2,0,6)
r(19,600,0,6)
w(12,4,0,6)
w(2,4,0,7)
r(0,417,0,7)
r(15,592,0,7)
r(14,418,0,7)
w(13,4,0,7)
w(7,6,0,7)
w(11,4,0,7)
w(16,6,0,7)
w(3,4,0,7)
w(4,6,0,7)
w(10,4,0,7)
r(17,584,0,7)
r(12,397,0,7)
r(6,616,0,7)
r(5,3,0,7)
w(8,5,0,7)
r(18,408,0,7)
r(1,403,0,7)
w(19,7,0,7)
r(9,593,0,7)
r(1,715,0,8)
r(17,795,0,8)
r(16,700,0,8)
